Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
China,CHN,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46387000,51128000,57588000,63478000,72796000,83444000,89013000,97908000,91662000,109038000,120292000,124942000,131873000,130027000,126476000,133762000,135423000,132405000,129078000,128499000,133820000,141774000,153260000,158606000,162538000,30402000,,
China,CHN,Urban population growth (annual %),SP.URB.GROW,,2.053595578,3.87367811,5.493641021,5.327343511,1.210542855,1.837351159,1.842403457,1.882928902,2.012395147,2.028735959,2.124291883,1.830831672,2.283395763,2.692479597,2.389015723,1.891572392,1.705832985,3.483945072,5.261370931,5.157283705,5.131868951,5.295666246,4.474842022,4.320433025,4.339047124,4.438100593,4.531582208,4.514830994,4.402632038,4.309678481,4.601685132,4.42511729,4.301547743,4.245840597,4.159637994,4.086051744,4.008285508,3.908078566,3.77008873,3.649252711,4.059565758,4.198001148,4.078403526,3.97537213,3.882472976,3.674728093,3.511255552,3.433957689,3.338102468,3.255365494,3.123377177,3.130656596,3.048365006,2.953497442,2.842870548,2.775641769,2.73966382,2.503400504,2.290177234,2.078140058,1.838530282,1.649480857
China,CHN,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,,4,,,,,,62,,,,,,,
China,CHN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.86009017,48.89674972,48.92729328,48.95090347,48.97147473,48.99156948,49.00922055,49.0236217,49.03416545,49.04096819,49.04544801,49.04744067,49.0484286,49.04998874,49.05355556,49.05956763,49.06620262,49.07306795,49.08034495,49.08696169,49.09256425,49.09723708,49.10022758,49.10283851,49.10481054,49.10404553,49.09993164,49.09224627,49.08226897,49.06930029,49.05123969,49.03014423,49.01004697,48.99231392,48.97435367,48.95592544,48.93800363,48.92016017,48.90514516,48.88958468,48.87217412,48.86083711,48.85465424,48.84893288,48.84339349,48.83808341,48.8324697,48.82719789,48.8224646,48.81775096,48.81440014,48.81291466,48.81249852,48.81366381,48.81696028,48.82311995,48.83230987,48.84683246,48.86573458,48.88527326,48.91020114,48.94075358,48.96903717
China,CHN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.8269043,466.4832458,381.6876831,414.4313965,538.5778198,571.7103882,619.9744263,655.4441528,700.0701294,840.6356201,914.3369141,1057.494385,1176.459717,846.5595703,884.5933838,957.5650024,1014.31189,1066.209839,1089.196411,1150.819336,1196.687988,1224.782227,1307.121338,1471.253906,1584.865112,,
China,CHN,Age dependency ratio (% of working-age population),SP.POP.DPND,79.57177375,78.1570038,78.05306312,79.88139525,81.57569986,82.2316812,82.4103912,81.78308475,81.16693428,80.96197913,80.52402718,80.18820813,79.48117708,78.83123852,79.0641232,79.50648083,79.76281584,78.43501146,74.76929257,71.0570896,68.10963562,65.52560722,63.58033919,61.37640717,58.80794596,56.5788833,54.79317047,53.58566845,52.64233564,52.0063539,51.93035474,51.86289838,51.60332978,51.39483878,51.00996198,50.42039376,49.63935735,48.58040239,47.63393163,46.83160748,45.88855611,44.72739413,43.28138459,41.8422264,40.46390375,39.03198879,38.00775922,37.51348937,37.22402322,37.1039605,37.11989068,37.27426742,37.65673228,38.2125459,38.877396,39.61921772,40.45789746,41.54489168,42.59355639,43.43832775,44.14078324,44.54590463,44.8623993
China,CHN,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.469827879,0.446106549,0.434389399,0.427179297,0.422237835,0.415331224,0.40616112,0.40248207,0.403306114,0.404917131,0.409320873,0.416235852,0.423684086,0.4314388,0.43833048,0.448764596,0.466672068,0.488707263,0.513651435,0.53945216,0.56184402,0.580116559,0.594415498,0.608546349,0.627348392,0.646682445,0.662082233,0.677938974,0.701183613,0.730240911,0.7566219,0.781306681,0.807139334,0.827436637,0.845380218,0.87391293,0.91084925,0.948594427,0.991072556,1.043224499,1.095190349,1.135978927,1.176574701,1.224938131,1.266744344,1.306517276,1.350741201,1.393769165,1.442694555,1.494654034,1.538554801,1.579813445,1.617147984,1.639907804,1.647240417,1.656897642,1.677861574,1.694863468,1.7096904,1.742989024,1.791596402,1.855576748,1.952235541
China,CHN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.967301626,3.883273162,3.825778595,3.756319255,3.685324658,3.642306138,3.630256273,3.642355712,3.664656742,3.687489736,3.712521342,3.743415944,3.777798059,3.821943686,3.884667567,3.954205153,4.018994581,4.088291394,4.17919841,4.286981173,4.389541594,4.48055791,4.56259996,4.640372711,4.72333377,4.81592531,4.908177979,4.990458226,5.0780249,5.185552101,5.295922015,5.397047374,5.514049225,5.661220753,5.816788792,5.980532271,6.146786052,6.315159279,6.512670364,6.72078989,6.920629217,7.121075184,7.317425377,7.502387745,7.666347191,7.825417455,7.996801589,8.158964215,8.303531862,8.450282029,8.61654916,8.816148032,9.049303432,9.320377287,9.633185443,10.02005367,10.45679874,10.94635566,11.48005332,12.02211581,12.59826196,13.14975327,13.72233545
China,CHN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.697581925,4.613234262,4.554150609,4.478870366,4.403680399,4.362927962,4.356302277,4.374460605,4.402722856,4.431662136,4.463819879,4.500308791,4.53703315,4.584446924,4.653745155,4.728814839,4.794627364,4.862541459,4.953508608,5.062877646,5.167662565,5.262168699,5.346959655,5.426967588,5.512711961,5.606935191,5.698755802,5.779376612,5.866691595,5.9753086,6.084195607,6.177846023,6.285933109,6.429165952,6.582360103,6.742751161,6.904994874,7.06976753,7.267845181,7.477310115,7.680417744,7.889506122,8.093553419,8.283173541,8.454041087,8.624053073,8.808552265,8.986662637,9.149024025,9.314459576,9.503777444,9.729949704,9.989409319,10.2936662,10.652287,11.09870328,11.60395084,12.17141538,12.78717375,13.4071049,14.06483206,14.69869942,15.34731411
China,CHN,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.311441174,2.304932337,2.313027206,2.312970224,2.320504972,2.324370193,2.312304746,2.29072305,2.26150378,2.240460738,2.225996963,2.207132331,2.199667248,2.216469357,2.250661011,2.28669203,2.321806816,2.354516982,2.365637972,2.360495843,2.375017692,2.407280196,2.437189117,2.478739126,2.54188409,2.599054951,2.628908728,2.655923662,2.699832053,2.730639149,2.755433774,2.798714831,2.851436418,2.916736139,2.989968621,3.04951644,3.105192395,3.156137928,3.17643134,3.165685798,3.155812307,3.16262735,3.166076183,3.161492496,3.182281473,3.226652339,3.292861767,3.410191299,3.577965447,3.771684967,4.012677145,4.268792076,4.546780321,4.823762428,5.061081937,5.2659135,5.392608449,5.466700102,5.475109235,5.313304821,5.016913198,4.720160553,4.650285755
China,CHN,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.85899599,3.839404635,3.807460084,3.76778094,3.745908734,3.731553861,3.715984308,3.701083328,3.645455773,3.560937267,3.511539087,3.496102828,3.489809276,3.503944398,3.55099147,3.601476714,3.627652636,3.6618842,3.722815543,3.762599848,3.793926815,3.841757204,3.885471588,3.941887506,4.009291527,4.051924062,4.081638283,4.097504669,4.071478693,4.006912453,3.942541306,3.906947541,3.878481495,3.844762674,3.84519867,3.876576776,3.935564141,4.058753995,4.247088199,4.470094174,4.747106848,5.041096501,5.364714163,5.68775781,5.962987322,6.19739014,6.338868085,6.417206783,6.408080333,6.191927855,5.814550608,5.432979331,5.300380772,5.678610653,6.341518141,7.030073208,7.729634246,8.099512598,8.096889609,8.118175181,8.238305578,8.365433243,8.48770963
China,CHN,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.106039632,5.144752228,5.142137544,5.098592792,5.088428716,5.085442724,5.045119329,5.02148049,5.024916702,4.994871027,4.961209877,4.959135726,4.967957718,4.995594252,5.04072304,5.072639953,5.105252284,5.135032041,5.115536915,5.042398942,4.968081999,4.915428217,4.850472068,4.77762946,4.749238878,4.751974784,4.779086808,4.873941603,5.04357819,5.251236542,5.513822985,5.801388751,6.133689595,6.467439229,6.749447914,6.988628824,7.127707397,7.199919214,7.178925192,6.932466129,6.505617829,6.074093699,5.922091047,6.336908825,7.069556114,7.830349536,8.601790409,9.005414267,8.977106059,8.957030114,9.033761593,9.104369339,9.160834107,9.08330592,8.821070311,8.420615836,7.93954306,7.46133319,7.002060156,6.670246058,6.540739447,6.583583391,6.798094052
China,CHN,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.698046375,6.813993197,6.863638538,6.838005723,6.816394911,6.780031828,6.738313528,6.697996226,6.581094053,6.391337733,6.212502758,6.073705079,5.94062138,5.803920093,5.727429523,5.709824096,5.740638146,5.869911841,6.096205697,6.365420174,6.700713681,7.04818824,7.417831713,7.782059203,8.082837764,8.317831037,8.416964625,8.419555899,8.310938802,7.947516327,7.3841881,6.839965964,6.62841241,7.050519857,7.826578074,8.635170658,9.457824979,9.882080481,9.837989183,9.807079035,9.879744787,9.944625401,10.00295102,9.917031491,9.626148854,9.17999408,8.643138864,8.110352065,7.588698431,7.195518783,7.014160859,7.009657779,7.180860642,7.369369827,7.467243687,7.586751213,7.758077416,7.951105642,8.191653321,8.481189236,8.766376039,8.815250899,8.519859004
China,CHN,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.235373337,8.205212963,8.074778675,7.81970724,7.626679475,7.517646086,7.465783844,7.546033091,7.732360657,7.95805591,8.267246225,8.596081701,8.971326163,9.340372706,9.636553887,9.887348149,10.00946349,10.04473117,9.954989227,9.551429514,8.903304576,8.252456056,7.969134306,8.438347424,9.322877678,10.22173706,11.10520262,11.49015112,11.32533171,11.17606885,11.13962789,11.11552949,11.11115145,10.95883226,10.59285348,10.0680526,9.454861222,8.8564523,8.278437319,7.844890011,7.63856473,7.622669418,7.803226928,8.004352079,8.105655692,8.226157099,8.399023363,8.595192816,8.831106687,9.105152963,9.360693039,9.350968447,8.971629643,8.499783637,7.994952155,7.393346096,6.907264011,6.619543534,6.38899411,6.195175279,6.069203606,5.989886353,5.920297056
China,CHN,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,56.15534856,56.60192976,56.65651265,56.09911871,55.57589191,55.36441883,55.2936063,55.46912637,55.6444135,55.69742042,55.82581694,55.92586392,56.14244103,56.34508518,56.27300339,56.13195218,56.04333704,56.44819616,57.62041483,58.86075631,59.88339417,60.80941137,61.52185376,62.34974489,63.34546692,64.23206359,64.95277156,65.43723117,65.81268552,66.05645433,66.05080159,66.03715735,66.10874867,66.16133507,66.29260462,66.51444469,66.82371868,67.26472962,67.66468716,68.00555402,68.42116268,68.9539449,69.63867451,70.33593836,71.0231584,71.76144067,72.30209608,72.56829971,72.72937239,72.8030678,72.81095494,72.75104755,72.57052392,72.30812703,72.0064451,71.68656212,71.33330324,70.86888642,70.44021316,70.12132743,69.88428601,69.79837156,69.75502144
China,CHN,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,8.51672834,8.637496395,8.799964275,8.976907708,9.202726909,9.546403601,9.912161778,10.33171838,10.71588992,10.97688053,11.15913013,11.18197335,11.11279593,10.91236607,10.39775963,9.658624823,8.945665351,8.653684315,9.180539089,10.14823644,11.13512619,12.11428496,12.55370287,12.39894353,12.26742444,12.25342993,12.21101779,12.13793067,11.89311071,11.4164423,10.76416932,10.04416252,9.371300883,8.730097782,8.248023714,8.012444966,7.980168803,8.153665183,8.351311361,8.447850183,8.563842163,8.736380786,8.938317908,9.184901052,9.473060425,9.740136946,9.728256066,9.334560352,8.843049161,8.313011615,7.680195242,7.167684332,6.86009463,6.605478152,6.383896922,6.226436339,6.109691613,6.001514158,5.930039171,5.900419389,5.880243538,5.892149446,5.965229397
China,CHN,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,14.67583734,14.94204824,14.93232918,14.54474749,13.70537221,12.59444227,11.52789711,11.02999386,11.55221378,12.59070578,13.63808047,14.67244134,15.08452976,14.79248224,14.54239639,14.48292118,14.4356704,14.39001284,14.14949393,13.61769662,12.86990404,12.00368313,11.14695584,10.3306852,9.711248531,9.37202368,9.256394915,9.361208483,9.488680373,9.502311177,9.533599326,9.645950266,9.816098818,10.04246351,10.31823277,10.57580268,10.53752329,10.09399333,9.552260366,8.974649899,8.285189254,7.725201978,7.392888796,7.119791041,6.880682059,6.707408867,6.575195072,6.451579968,6.358807972,6.300867071,6.243868105,6.212281297,6.24032139,6.307364929,6.397288302,6.47587915,6.527027205,6.599447494,6.661027724,6.68061595,6.671625597,6.665091684,6.649288669
China,CHN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,40.57507418,40.21324042,40.21548401,40.83741523,41.42818098,41.68540364,41.77396847,41.59257801,41.40102224,41.3312521,41.18481151,41.05931272,40.81063705,40.56703918,40.58283195,40.65985157,40.68486096,40.20957792,38.94672748,37.60033023,36.47744487,35.4639177,34.6721752,33.76874675,32.69280894,31.71517166,30.90166863,30.33309404,29.86952673,29.5188863,29.41219175,29.31687981,29.11911425,28.91504698,28.62540101,28.23606051,27.75616537,27.14281416,26.54545369,25.99730428,25.38447637,24.65917611,23.78526702,22.9073192,22.06257015,21.17550255,20.47580828,20.06249534,19.77368033,19.57090477,19.41862287,19.30422194,19.2766594,19.29966913,19.33236019,19.32242387,19.30469214,19.35458356,19.3288646,19.18113725,18.92145519,18.53655418,18.08196389
